,SPRADDR_ZIP_PR,Unnamed: 0,SEMESTER,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
418,CO,3706,Fall 2014,University of Hawai`i at Manoa,1,2014
419,AZ,3707,Fall 2014,University of Hawai`i at Manoa,1,2014
420,FL,3709,Fall 2014,University of Hawai`i at Manoa,1,2014
421,CA,3711,Fall 2014,University of Hawai`i at Manoa,1,2014
422,HI,3712,Fall 2014,University of Hawai`i at Manoa,1,2014
423,HI,3713,Fall 2014,University of Hawai`i at Manoa,1,2014
424,WA,3714,Fall 2014,University of Hawai`i at Manoa,1,2014
425,NC,3715,Fall 2014,University of Hawai`i at Manoa,1,2014
426,CA,3718,Fall 2014,University of Hawai`i at Manoa,1,2014
427,CA,3722,Fall 2014,University of Hawai`i at Manoa,1,2014
428,CA,3724,Fall 2014,University of Hawai`i at Manoa,1,2014
429,CA,3725,Fall 2014,University of Hawai`i at Manoa,1,2014
430,CA,3729,Fall 2014,University of Hawai`i at Manoa,2,2014
431,HI,3730,Fall 2014,University of Hawai`i at Manoa,1,2014
432,CA,3731,Fall 2014,University of Hawai`i at Manoa,2,2014
433,IN,3733,Fall 2014,University of Hawai`i at Manoa,1,2014
434,CA,3737,Fall 2014,University of Hawai`i at Manoa,1,2014
435,NC,3739,Fall 2014,University of Hawai`i at Manoa,1,2014
436,CA,3740,Fall 2014,University of Hawai`i at Manoa,1,2014
437,CA,3743,Fall 2014,University of Hawai`i at Manoa,1,2014
438,CA,3748,Fall 2014,University of Hawai`i at Manoa,1,2014
440,TN,3755,Fall 2014,University of Hawai`i at Manoa,1,2014
441,NV,3764,Fall 2014,University of Hawai`i at Manoa,1,2014
442,OH,3767,Fall 2014,University of Hawai`i at Manoa,1,2014
443,HI,3770,Fall 2014,University of Hawai`i at Manoa,1,2014
444,OH,3771,Fall 2014,University of Hawai`i at Manoa,1,2014
445,CA,3772,Fall 2014,University of Hawai`i at Manoa,1,2014
446,NJ,3775,Fall 2014,University of Hawai`i at Manoa,1,2014
447,CA,3776,Fall 2014,University of Hawai`i at Manoa,1,2014
448,HI,3777,Fall 2014,University of Hawai`i at Manoa,2,2014
449,VA,3784,Fall 2014,University of Hawai`i at Manoa,1,2014
450,IL,3787,Fall 2014,University of Hawai`i at Manoa,1,2014
451,OH,3789,Fall 2014,University of Hawai`i at Manoa,1,2014
452,TX,3791,Fall 2014,University of Hawai`i at Manoa,1,2014
453,TX,3792,Fall 2014,University of Hawai`i at Manoa,1,2014
454,MA,3793,Fall 2014,University of Hawai`i at Manoa,1,2014
455,AZ,3794,Fall 2014,University of Hawai`i at Manoa,1,2014
456,HI,3795,Fall 2014,University of Hawai`i at Manoa,1,2014
457,KS,3799,Fall 2014,University of Hawai`i at Manoa,1,2014
458,VT,3800,Fall 2014,University of Hawai`i at Manoa,1,2014
459,CA,3801,Fall 2014,University of Hawai`i at Manoa,1,2014
460,CA,3802,Fall 2014,University of Hawai`i at Manoa,1,2014
461,FL,3806,Fall 2014,University of Hawai`i at Manoa,1,2014
462,CA,3810,Fall 2014,University of Hawai`i at Manoa,1,2014
463,CA,3814,Fall 2014,University of Hawai`i at Manoa,1,2014
464,CA,3815,Fall 2014,University of Hawai`i at Manoa,1,2014
466,NY,3819,Fall 2014,University of Hawai`i at Manoa,1,2014
467,CA,3820,Fall 2014,University of Hawai`i at Manoa,1,2014
468,KY,3822,Fall 2014,University of Hawai`i at Manoa,1,2014
469,FL,3826,Fall 2014,University of Hawai`i at Manoa,1,2014
470,CA,3827,Fall 2014,University of Hawai`i at Manoa,1,2014
471,HI,3828,Fall 2014,University of Hawai`i at Manoa,1,2014
472,CA,3834,Fall 2014,University of Hawai`i at Manoa,1,2014
473,NM,3835,Fall 2014,University of Hawai`i at Manoa,1,2014
474,CA,3838,Fall 2014,University of Hawai`i at Manoa,1,2014
475,NC,3840,Fall 2014,University of Hawai`i at Manoa,1,2014
476,CA,3843,Fall 2014,University of Hawai`i at Manoa,1,2014
477,WA,3844,Fall 2014,University of Hawai`i at Manoa,1,2014
478,CA,3847,Fall 2014,University of Hawai`i at Manoa,1,2014
479,OR,3849,Fall 2014,University of Hawai`i at Manoa,1,2014
480,WA,3853,Fall 2014,University of Hawai`i at Manoa,1,2014
481,CA,3854,Fall 2014,University of Hawai`i at Manoa,1,2014
482,IL,3855,Fall 2014,University of Hawai`i at Manoa,1,2014
483,CA,3856,Fall 2014,University of Hawai`i at Manoa,1,2014
484,CA,3857,Fall 2014,University of Hawai`i at Manoa,1,2014
485,CA,3858,Fall 2014,University of Hawai`i at Manoa,1,2014
486,NY,3859,Fall 2014,University of Hawai`i at Manoa,1,2014
487,NM,3860,Fall 2014,University of Hawai`i at Manoa,1,2014
488,CO,3861,Fall 2014,University of Hawai`i at Manoa,1,2014
489,NJ,3862,Fall 2014,University of Hawai`i at Manoa,1,2014
490,IA,3864,Fall 2014,University of Hawai`i at Manoa,1,2014
491,TX,3866,Fall 2014,University of Hawai`i at Manoa,1,2014
492,NV,3867,Fall 2014,University of Hawai`i at Manoa,1,2014
493,MT,3872,Fall 2014,University of Hawai`i at Manoa,1,2014
494,IL,3873,Fall 2014,University of Hawai`i at Manoa,1,2014
495,WY,3876,Fall 2014,University of Hawai`i at Manoa,1,2014
496,HI,3877,Fall 2014,University of Hawai`i at Manoa,1,2014
497,NV,3884,Fall 2014,University of Hawai`i at Manoa,1,2014
498,NY,3886,Fall 2014,University of Hawai`i at Manoa,1,2014
499,NJ,3888,Fall 2014,University of Hawai`i at Manoa,1,2014
500,HI,3889,Fall 2014,University of Hawai`i at Manoa,3,2014
501,TX,3892,Fall 2014,University of Hawai`i at Manoa,1,2014
502,CA,3893,Fall 2014,University of Hawai`i at Manoa,1,2014
503,HI,3895,Fall 2014,University of Hawai`i at Manoa,1,2014
504,HI,3896,Fall 2014,University of Hawai`i at Manoa,1,2014
505,FL,3897,Fall 2014,University of Hawai`i at Manoa,1,2014
506,MI,3898,Fall 2014,University of Hawai`i at Manoa,1,2014
507,WA,3899,Fall 2014,University of Hawai`i at Manoa,1,2014
508,HI,3906,Fall 2014,University of Hawai`i at Manoa,1,2014
509,CA,3907,Fall 2014,University of Hawai`i at Manoa,1,2014
510,NY,3909,Fall 2014,University of Hawai`i at Manoa,1,2014
511,CA,3915,Fall 2014,University of Hawai`i at Manoa,1,2014
512,AZ,3916,Fall 2014,University of Hawai`i at Manoa,1,2014
513,WA,3920,Fall 2014,University of Hawai`i at Manoa,1,2014
514,WY,3923,Fall 2014,University of Hawai`i at Manoa,1,2014
515,MT,3925,Fall 2014,University of Hawai`i at Manoa,1,2014
516,CA,3927,Fall 2014,University of Hawai`i at Manoa,1,2014
517,CA,3928,Fall 2014,University of Hawai`i at Manoa,1,2014
518,WA,3929,Fall 2014,University of Hawai`i at Manoa,1,2014
519,TN,3932,Fall 2014,University of Hawai`i at Manoa,1,2014
520,HI,3935,Fall 2014,University of Hawai`i at Manoa,1,2014
521,CO,3937,Fall 2014,University of Hawai`i at Manoa,1,2014
522,SD,3939,Fall 2015,University of Hawai`i at Manoa,1,2015
523,HI,3943,Fall 2015,University of Hawai`i at Manoa,108,2015
524,HI,3946,Fall 2015,University of Hawai`i at Manoa,2,2015
525,HI,3955,Fall 2015,University of Hawai`i at Manoa,63,2015
526,NJ,3956,Fall 2015,University of Hawai`i at Manoa,2,2015
527,VA,3957,Fall 2015,University of Hawai`i at Manoa,1,2015
528,WA,3965,Fall 2015,University of Hawai`i at Manoa,2,2015
529,HI,3966,Fall 2015,University of Hawai`i at Manoa,167,2015
530,CA,3967,Fall 2015,University of Hawai`i at Manoa,1,2015
531,HI,3968,Fall 2015,University of Hawai`i at Manoa,73,2015
532,GA,3969,Fall 2015,University of Hawai`i at Manoa,1,2015
533,HI,3971,Fall 2015,University of Hawai`i at Manoa,65,2015
534,CA,3972,Fall 2015,University of Hawai`i at Manoa,1,2015
535,HI,3973,Fall 2015,University of Hawai`i at Manoa,93,2015
536,WA,3974,Fall 2015,University of Hawai`i at Manoa,4,2015
537,HI,3983,Fall 2015,University of Hawai`i at Manoa,263,2015
538,CO,3984,Fall 2015,University of Hawai`i at Manoa,1,2015
539,HI,3992,Fall 2015,University of Hawai`i at Manoa,4,2015
540,HI,3996,Fall 2015,University of Hawai`i at Manoa,10,2015
541,HI,3998,Fall 2015,University of Hawai`i at Manoa,41,2015
542,HI,4000,Fall 2015,University of Hawai`i at Manoa,1,2015
543,AR,4001,Fall 2015,University of Hawai`i at Manoa,1,2015
544,CA,4002,Fall 2015,University of Hawai`i at Manoa,3,2015
545,HI,4003,Fall 2015,University of Hawai`i at Manoa,45,2015
546,HI,4004,Fall 2015,University of Hawai`i at Manoa,64,2015
547,HI,4013,Fall 2015,University of Hawai`i at Manoa,13,2015
548,HI,4016,Fall 2015,University of Hawai`i at Manoa,2,2015
549,HI,4018,Fall 2015,University of Hawai`i at Manoa,10,2015
550,HI,4023,Fall 2015,University of Hawai`i at Manoa,4,2015
551,CA,4024,Fall 2015,University of Hawai`i at Manoa,2,2015
552,HI,4029,Fall 2015,University of Hawai`i at Manoa,162,2015
553,HI,4030,Fall 2015,University of Hawai`i at Manoa,40,2015
554,HI,4032,Fall 2015,University of Hawai`i at Manoa,9,2015
555,HI,4033,Fall 2015,University of Hawai`i at Manoa,27,2015
556,HI,4035,Fall 2015,University of Hawai`i at Manoa,14,2015
557,HI,4036,Fall 2015,University of Hawai`i at Manoa,4,2015
558,WA,4040,Fall 2015,University of Hawai`i at Manoa,6,2015
560,HI,4042,Fall 2015,University of Hawai`i at Manoa,42,2015
561,IL,4044,Fall 2015,University of Hawai`i at Manoa,1,2015
562,HI,4049,Fall 2015,University of Hawai`i at Manoa,5,2015
563,OR,4052,Fall 2015,University of Hawai`i at Manoa,3,2015
564,CA,4072,Fall 2015,University of Hawai`i at Manoa,2,2015
565,HI,4076,Fall 2015,University of Hawai`i at Manoa,7,2015
566,HI,4084,Fall 2015,University of Hawai`i at Manoa,30,2015
567,HI,4087,Fall 2015,University of Hawai`i at Manoa,12,2015
568,HI,4089,Fall 2015,University of Hawai`i at Manoa,1,2015
569,HI,4090,Fall 2015,University of Hawai`i at Manoa,9,2015
570,NJ,4092,Fall 2015,University of Hawai`i at Manoa,1,2015
571,CA,4095,Fall 2015,University of Hawai`i at Manoa,2,2015
572,LA,4096,Fall 2015,University of Hawai`i at Manoa,1,2015
573,AK,4103,Fall 2015,University of Hawai`i at Manoa,1,2015
574,WA,4104,Fall 2015,University of Hawai`i at Manoa,1,2015
575,MN,4107,Fall 2015,University of Hawai`i at Manoa,1,2015
576,HI,4111,Fall 2015,University of Hawai`i at Manoa,6,2015
577,HI,4115,Fall 2015,University of Hawai`i at Manoa,8,2015
578,CA,4116,Fall 2015,University of Hawai`i at Manoa,2,2015
579,OK,4121,Fall 2015,University of Hawai`i at Manoa,1,2015
580,CT,4122,Fall 2015,University of Hawai`i at Manoa,1,2015
581,CA,4128,Fall 2015,University of Hawai`i at Manoa,1,2015
582,CA,4129,Fall 2015,University of Hawai`i at Manoa,1,2015
583,MN,4130,Fall 2015,University of Hawai`i at Manoa,1,2015
584,CA,4132,Fall 2015,University of Hawai`i at Manoa,1,2015
585,IA,4137,Fall 2015,University of Hawai`i at Manoa,1,2015
586,CA,4141,Fall 2015,University of Hawai`i at Manoa,3,2015
587,CA,4142,Fall 2015,University of Hawai`i at Manoa,5,2015
588,CA,4143,Fall 2015,University of Hawai`i at Manoa,1,2015
590,CA,4147,Fall 2015,University of Hawai`i at Manoa,1,2015
591,HI,4148,Fall 2015,University of Hawai`i at Manoa,1,2015
592,WA,4151,Fall 2015,University of Hawai`i at Manoa,2,2015
593,UT,4155,Fall 2015,University of Hawai`i at Manoa,2,2015
594,CA,4157,Fall 2015,University of Hawai`i at Manoa,6,2015
595,CA,4164,Fall 2015,University of Hawai`i at Manoa,1,2015
596,HI,4170,Fall 2015,University of Hawai`i at Manoa,1,2015
597,HI,4172,Fall 2015,University of Hawai`i at Manoa,12,2015
598,MA,4173,Fall 2015,University of Hawai`i at Manoa,1,2015
599,FL,4175,Fall 2015,University of Hawai`i at Manoa,1,2015
600,WA,4176,Fall 2015,University of Hawai`i at Manoa,2,2015
601,CA,4178,Fall 2015,University of Hawai`i at Manoa,1,2015
602,GA,4179,Fall 2015,University of Hawai`i at Manoa,1,2015
603,CA,4181,Fall 2015,University of Hawai`i at Manoa,1,2015
604,CA,4182,Fall 2015,University of Hawai`i at Manoa,3,2015
605,AK,4183,Fall 2015,University of Hawai`i at Manoa,1,2015
606,CA,4184,Fall 2015,University of Hawai`i at Manoa,2,2015
607,HI,4185,Fall 2015,University of Hawai`i at Manoa,2,2015
608,WA,4187,Fall 2015,University of Hawai`i at Manoa,1,2015
609,PA,4188,Fall 2015,University of Hawai`i at Manoa,1,2015
610,MA,4189,Fall 2015,University of Hawai`i at Manoa,1,2015
611,IN,4191,Fall 2015,University of Hawai`i at Manoa,1,2015
612,HI,4193,Fall 2015,University of Hawai`i at Manoa,20,2015
613,CA,4194,Fall 2015,University of Hawai`i at Manoa,1,2015
614,HI,4204,Fall 2015,University of Hawai`i at Manoa,8,2015
615,CA,4206,Fall 2015,University of Hawai`i at Manoa,1,2015
616,TX,4217,Fall 2015,University of Hawai`i at Manoa,1,2015
617,CA,4218,Fall 2015,University of Hawai`i at Manoa,1,2015
618,CA,4219,Fall 2015,University of Hawai`i at Manoa,1,2015
619,OH,4220,Fall 2015,University of Hawai`i at Manoa,1,2015
620,FL,4222,Fall 2015,University of Hawai`i at Manoa,1,2015
621,HI,4223,Fall 2015,University of Hawai`i at Manoa,7,2015
622,OR,4225,Fall 2015,University of Hawai`i at Manoa,1,2015
623,HI,4231,Fall 2015,University of Hawai`i at Manoa,1,2015
624,HI,4233,Fall 2015,University of Hawai`i at Manoa,4,2015
625,ID,4236,Fall 2015,University of Hawai`i at Manoa,1,2015
626,WA,4240,Fall 2015,University of Hawai`i at Manoa,3,2015
627,CA,4241,Fall 2015,University of Hawai`i at Manoa,6,2015
628,CA,4242,Fall 2015,University of Hawai`i at Manoa,2,2015
629,HI,4243,Fall 2015,University of Hawai`i at Manoa,4,2015
630,CA,4247,Fall 2015,University of Hawai`i at Manoa,1,2015
631,FL,4248,Fall 2015,University of Hawai`i at Manoa,1,2015
632,HI,4249,Fall 2015,University of Hawai`i at Manoa,8,2015
634,CA,4264,Fall 2015,University of Hawai`i at Manoa,1,2015
635,HI,4265,Fall 2015,University of Hawai`i at Manoa,37,2015
636,CA,4268,Fall 2015,University of Hawai`i at Manoa,2,2015
637,HI,4270,Fall 2015,University of Hawai`i at Manoa,9,2015
638,NJ,4271,Fall 2015,University of Hawai`i at Manoa,1,2015
639,CA,4272,Fall 2015,University of Hawai`i at Manoa,1,2015
640,HI,4273,Fall 2015,University of Hawai`i at Manoa,3,2015
641,CA,4274,Fall 2015,University of Hawai`i at Manoa,1,2015
642,ID,4275,Fall 2015,University of Hawai`i at Manoa,1,2015
643,CA,4276,Fall 2015,University of Hawai`i at Manoa,5,2015
644,CA,4277,Fall 2015,University of Hawai`i at Manoa,1,2015
645,HI,4279,Fall 2015,University of Hawai`i at Manoa,2,2015
646,CA,4281,Fall 2015,University of Hawai`i at Manoa,2,2015
647,CA,4282,Fall 2015,University of Hawai`i at Manoa,1,2015
648,MN,4286,Fall 2015,University of Hawai`i at Manoa,1,2015
649,HI,4289,Fall 2015,University of Hawai`i at Manoa,6,2015
650,OR,4294,Fall 2015,University of Hawai`i at Manoa,1,2015
651,NY,4299,Fall 2015,University of Hawai`i at Manoa,1,2015
652,CA,4300,Fall 2015,University of Hawai`i at Manoa,1,2015
653,OR,4302,Fall 2015,University of Hawai`i at Manoa,1,2015
654,CA,4304,Fall 2015,University of Hawai`i at Manoa,2,2015
655,CA,4305,Fall 2015,University of Hawai`i at Manoa,1,2015
656,OR,4310,Fall 2015,University of Hawai`i at Manoa,3,2015
657,CA,4313,Fall 2015,University of Hawai`i at Manoa,2,2015
658,NY,4314,Fall 2015,University of Hawai`i at Manoa,1,2015
659,CA,4318,Fall 2015,University of Hawai`i at Manoa,1,2015
660,CA,4319,Fall 2015,University of Hawai`i at Manoa,1,2015
661,HI,4320,Fall 2015,University of Hawai`i at Manoa,1,2015
662,CA,4322,Fall 2015,University of Hawai`i at Manoa,1,2015
663,CA,4323,Fall 2015,University of Hawai`i at Manoa,1,2015
664,CA,4324,Fall 2015,University of Hawai`i at Manoa,1,2015
665,CA,4325,Fall 2015,University of Hawai`i at Manoa,1,2015
666,AK,4326,Fall 2015,University of Hawai`i at Manoa,1,2015
667,CA,4327,Fall 2015,University of Hawai`i at Manoa,4,2015
668,CA,4328,Fall 2015,University of Hawai`i at Manoa,1,2015
669,TN,4329,Fall 2015,University of Hawai`i at Manoa,1,2015
670,CA,4330,Fall 2015,University of Hawai`i at Manoa,1,2015
671,VA,4334,Fall 2015,University of Hawai`i at Manoa,2,2015
672,TX,4335,Fall 2015,University of Hawai`i at Manoa,1,2015
674,OR,4337,Fall 2015,University of Hawai`i at Manoa,1,2015
675,MD,4338,Fall 2015,University of Hawai`i at Manoa,1,2015
676,HI,4341,Fall 2015,University of Hawai`i at Manoa,6,2015
677,HI,4348,Fall 2015,University of Hawai`i at Manoa,15,2015
678,HI,4354,Fall 2015,University of Hawai`i at Manoa,1,2015
679,IA,4358,Fall 2015,University of Hawai`i at Manoa,1,2015
680,HI,4371,Fall 2015,University of Hawai`i at Manoa,3,2015
681,HI,4373,Fall 2015,University of Hawai`i at Manoa,1,2015
682,CA,4378,Fall 2015,University of Hawai`i at Manoa,3,2015
683,CA,4390,Fall 2015,University of Hawai`i at Manoa,1,2015
684,HI,4398,Fall 2015,University of Hawai`i at Manoa,1,2015
685,HI,4399,Fall 2015,University of Hawai`i at Manoa,1,2015
686,OR,4401,Fall 2015,University of Hawai`i at Manoa,1,2015
687,CA,4402,Fall 2015,University of Hawai`i at Manoa,1,2015
688,CA,4405,Fall 2015,University of Hawai`i at Manoa,1,2015
689,CA,4408,Fall 2015,University of Hawai`i at Manoa,1,2015
690,OR,4409,Fall 2015,University of Hawai`i at Manoa,3,2015
691,HI,4410,Fall 2015,University of Hawai`i at Manoa,1,2015
692,HI,4411,Fall 2015,University of Hawai`i at Manoa,1,2015
693,CA,4413,Fall 2015,University of Hawai`i at Manoa,1,2015
694,HI,4416,Fall 2015,University of Hawai`i at Manoa,1,2015
695,HI,4417,Fall 2015,University of Hawai`i at Manoa,7,2015
696,NY,4418,Fall 2015,University of Hawai`i at Manoa,1,2015
697,CA,4419,Fall 2015,University of Hawai`i at Manoa,1,2015
698,NY,4420,Fall 2015,University of Hawai`i at Manoa,1,2015
699,CA,4427,Fall 2015,University of Hawai`i at Manoa,1,2015
700,CO,4428,Fall 2015,University of Hawai`i at Manoa,1,2015
701,CA,4430,Fall 2015,University of Hawai`i at Manoa,1,2015
702,CO,4431,Fall 2015,University of Hawai`i at Manoa,3,2015
703,WA,4432,Fall 2015,University of Hawai`i at Manoa,3,2015
704,HI,4437,Fall 2015,University of Hawai`i at Manoa,3,2015
705,CA,4441,Fall 2015,University of Hawai`i at Manoa,1,2015
706,IL,4442,Fall 2015,University of Hawai`i at Manoa,1,2015
707,CA,4445,Fall 2015,University of Hawai`i at Manoa,1,2015
708,CA,4446,Fall 2015,University of Hawai`i at Manoa,1,2015
709,CA,4448,Fall 2015,University of Hawai`i at Manoa,1,2015
710,CA,4449,Fall 2015,University of Hawai`i at Manoa,1,2015
711,ID,4451,Fall 2015,University of Hawai`i at Manoa,3,2015
712,CA,4456,Fall 2015,University of Hawai`i at Manoa,1,2015
713,WA,4460,Fall 2015,University of Hawai`i at Manoa,2,2015
714,MI,4461,Fall 2015,University of Hawai`i at Manoa,1,2015
715,GA,4462,Fall 2015,University of Hawai`i at Manoa,1,2015
716,OR,4469,Fall 2015,University of Hawai`i at Manoa,1,2015
717,CA,4470,Fall 2015,University of Hawai`i at Manoa,1,2015
718,UT,4471,Fall 2015,University of Hawai`i at Manoa,1,2015
719,WA,4480,Fall 2015,University of Hawai`i at Manoa,1,2015
720,WA,4481,Fall 2015,University of Hawai`i at Manoa,1,2015
721,WA,4484,Fall 2015,University of Hawai`i at Manoa,1,2015
722,CA,4486,Fall 2015,University of Hawai`i at Manoa,1,2015
723,CA,4489,Fall 2015,University of Hawai`i at Manoa,2,2015
725,WA,4494,Fall 2015,University of Hawai`i at Manoa,1,2015
726,HI,4495,Fall 2015,University of Hawai`i at Manoa,1,2015
727,VA,4497,Fall 2015,University of Hawai`i at Manoa,1,2015
728,CA,4499,Fall 2015,University of Hawai`i at Manoa,3,2015
729,CA,4500,Fall 2015,University of Hawai`i at Manoa,1,2015
730,HI,4502,Fall 2015,University of Hawai`i at Manoa,1,2015
731,CA,4503,Fall 2015,University of Hawai`i at Manoa,1,2015
732,HI,4504,Fall 2015,University of Hawai`i at Manoa,4,2015
733,HI,4508,Fall 2015,University of Hawai`i at Manoa,2,2015
734,MO,4512,Fall 2015,University of Hawai`i at Manoa,1,2015
735,MA,4514,Fall 2015,University of Hawai`i at Manoa,1,2015
736,CA,4516,Fall 2015,University of Hawai`i at Manoa,1,2015
737,CA,4517,Fall 2015,University of Hawai`i at Manoa,1,2015
738,CA,4518,Fall 2015,University of Hawai`i at Manoa,4,2015
739,CA,4519,Fall 2015,University of Hawai`i at Manoa,4,2015
740,HI,4520,Fall 2015,University of Hawai`i at Manoa,1,2015
741,MI,4521,Fall 2015,University of Hawai`i at Manoa,1,2015
742,MD,4522,Fall 2015,University of Hawai`i at Manoa,1,2015
743,CA,4526,Fall 2015,University of Hawai`i at Manoa,1,2015
744,CA,4527,Fall 2015,University of Hawai`i at Manoa,1,2015
745,CA,4528,Fall 2015,University of Hawai`i at Manoa,1,2015
746,WA,4529,Fall 2015,University of Hawai`i at Manoa,1,2015
747,CA,4531,Fall 2015,University of Hawai`i at Manoa,1,2015
748,HI,4532,Fall 2015,University of Hawai`i at Manoa,1,2015
749,HI,4539,Fall 2015,University of Hawai`i at Manoa,3,2015
750,OH,4540,Fall 2015,University of Hawai`i at Manoa,1,2015
751,HI,4544,Fall 2015,University of Hawai`i at Manoa,3,2015
752,PA,4545,Fall 2015,University of Hawai`i at Manoa,1,2015
753,AZ,4550,Fall 2015,University of Hawai`i at Manoa,2,2015
754,CA,4551,Fall 2015,University of Hawai`i at Manoa,1,2015
755,AK,4554,Fall 2015,University of Hawai`i at Manoa,1,2015
756,WA,4555,Fall 2015,University of Hawai`i at Manoa,2,2015
757,MD,4560,Fall 2015,University of Hawai`i at Manoa,1,2015
758,CO,4567,Fall 2015,University of Hawai`i at Manoa,2,2015
759,NC,4568,Fall 2015,University of Hawai`i at Manoa,1,2015
760,HI,4573,Fall 2015,University of Hawai`i at Manoa,1,2015
761,CA,4576,Fall 2015,University of Hawai`i at Manoa,1,2015
762,WA,4580,Fall 2015,University of Hawai`i at Manoa,1,2015
763,NV,4581,Fall 2015,University of Hawai`i at Manoa,1,2015
764,WI,4582,Fall 2015,University of Hawai`i at Manoa,1,2015
765,AZ,4587,Fall 2015,University of Hawai`i at Manoa,1,2015
